model,dataset,feature,layer,neuron,test_mcc,test_f1_score,test_precision,test_recall,coef
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,5781,1.0,1.0,1.0,1.0,14.762822
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,7636,1.0,1.0,1.0,1.0,34.24971
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,8804,1.0,1.0,1.0,1.0,53.38703
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,8983,1.0,1.0,1.0,1.0,37.723675
pythia-2.8b,natural_lang_id.pyth.512.-1,el,4,9272,1.0,1.0,1.0,1.0,38.26472
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,85,1.0,1.0,1.0,1.0,31.250357
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,541,1.0,1.0,1.0,1.0,26.396702
pythia-2.8b,natural_lang_id.pyth.512.-1,el,5,1778,1.0,1.0,1.0,1.0,45.726254
pythia-2.8b,natural_lang_id.pyth.512.-1,en,29,75,1.0,1.0,1.0,1.0,34.111942
pythia-2.8b,natural_lang_id.pyth.512.-1,en,30,3570,1.0,1.0,1.0,1.0,20.354141
pythia-2.8b,natural_lang_id.pyth.512.-1,en,30,5583,1.0,1.0,1.0,1.0,25.908123
pythia-2.8b,natural_lang_id.pyth.512.-1,it,22,720,1.0,1.0,1.0,1.0,33.62034
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,222,1.0,1.0,1.0,1.0,26.416796
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,1241,1.0,1.0,1.0,1.0,20.17887
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,1705,1.0,1.0,1.0,1.0,16.436483
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,2126,1.0,1.0,1.0,1.0,15.853187
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,3077,1.0,1.0,1.0,1.0,39.87252
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,3159,1.0,1.0,1.0,1.0,43.095394
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,6550,1.0,1.0,1.0,1.0,25.722176
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,7127,1.0,1.0,1.0,1.0,21.449015
pythia-2.8b,natural_lang_id.pyth.512.-1,it,21,9649,1.0,1.0,1.0,1.0,22.034578
pythia-2.8b,natural_lang_id.pyth.512.-1,it,22,989,1.0,1.0,1.0,1.0,39.225872
pythia-2.8b,natural_lang_id.pyth.512.-1,it,23,8486,1.0,1.0,1.0,1.0,28.91745
pythia-2.8b,natural_lang_id.pyth.512.-1,it,22,1815,1.0,1.0,1.0,1.0,27.220667
pythia-2.8b,natural_lang_id.pyth.512.-1,it,22,2491,1.0,1.0,1.0,1.0,28.153156
pythia-2.8b,natural_lang_id.pyth.512.-1,it,22,6732,1.0,1.0,1.0,1.0,16.653666
pythia-2.8b,natural_lang_id.pyth.512.-1,it,22,7749,1.0,1.0,1.0,1.0,29.958944
pythia-2.8b,natural_lang_id.pyth.512.-1,it,22,9199,1.0,1.0,1.0,1.0,15.886394
pythia-2.8b,natural_lang_id.pyth.512.-1,it,23,1626,1.0,1.0,1.0,1.0,25.84517
pythia-2.8b,natural_lang_id.pyth.512.-1,it,23,1831,1.0,1.0,1.0,1.0,32.92536
pythia-2.8b,natural_lang_id.pyth.512.-1,it,23,3227,1.0,1.0,1.0,1.0,19.074057
pythia-2.8b,natural_lang_id.pyth.512.-1,it,23,7053,1.0,1.0,1.0,1.0,18.41674
pythia-2.8b,natural_lang_id.pyth.512.-1,it,20,10115,1.0,1.0,1.0,1.0,3.4201248
pythia-2.8b,natural_lang_id.pyth.512.-1,it,20,5888,1.0,1.0,1.0,1.0,30.98373
pythia-2.8b,natural_lang_id.pyth.512.-1,it,20,4386,1.0,1.0,1.0,1.0,20.904272
pythia-2.8b,natural_lang_id.pyth.512.-1,it,19,9083,1.0,1.0,1.0,1.0,24.478857
pythia-2.8b,natural_lang_id.pyth.512.-1,fr,31,9083,1.0,1.0,1.0,1.0,25.969551
pythia-2.8b,natural_lang_id.pyth.512.-1,fr,31,9435,1.0,1.0,1.0,1.0,15.294765
pythia-2.8b,natural_lang_id.pyth.512.-1,fr,31,9783,1.0,1.0,1.0,1.0,30.603344
pythia-2.8b,natural_lang_id.pyth.512.-1,it,0,9764,1.0,1.0,1.0,1.0,50.051197
pythia-2.8b,natural_lang_id.pyth.512.-1,it,1,2673,1.0,1.0,1.0,1.0,44.093674
pythia-2.8b,natural_lang_id.pyth.512.-1,it,2,1019,1.0,1.0,1.0,1.0,33.777996
pythia-2.8b,natural_lang_id.pyth.512.-1,it,2,4036,1.0,1.0,1.0,1.0,37.79821
pythia-2.8b,natural_lang_id.pyth.512.-1,it,2,4940,1.0,1.0,1.0,1.0,34.336227
pythia-2.8b,natural_lang_id.pyth.512.-1,it,2,7718,1.0,1.0,1.0,1.0,48.079113
pythia-2.8b,natural_lang_id.pyth.512.-1,it,2,9023,1.0,1.0,1.0,1.0,41.79892
pythia-2.8b,natural_lang_id.pyth.512.-1,it,3,5538,1.0,1.0,1.0,1.0,38.19483
pythia-2.8b,natural_lang_id.pyth.512.-1,it,3,7025,1.0,1.0,1.0,1.0,42.553703
pythia-2.8b,natural_lang_id.pyth.512.-1,it,6,4500,1.0,1.0,1.0,1.0,18.860275
pythia-2.8b,natural_lang_id.pyth.512.-1,it,7,8304,1.0,1.0,1.0,1.0,13.250298
pythia-2.8b,natural_lang_id.pyth.512.-1,it,15,2422,1.0,1.0,1.0,1.0,17.181517
pythia-2.8b,natural_lang_id.pyth.512.-1,it,15,2947,1.0,1.0,1.0,1.0,7.5154877
pythia-2.8b,natural_lang_id.pyth.512.-1,it,17,7061,1.0,1.0,1.0,1.0,30.714506
pythia-2.8b,natural_lang_id.pyth.512.-1,it,18,5948,1.0,1.0,1.0,1.0,13.588424
pythia-2.8b,natural_lang_id.pyth.512.-1,it,19,7872,1.0,1.0,1.0,1.0,31.054035
pythia-2.8b,natural_lang_id.pyth.512.-1,it,23,7462,1.0,1.0,1.0,1.0,31.616611
pythia-2.8b,natural_lang_id.pyth.512.-1,it,23,8700,1.0,1.0,1.0,1.0,6.395737
pythia-2.8b,natural_lang_id.pyth.512.-1,fr,31,1772,1.0,1.0,1.0,1.0,32.330387
pythia-2.8b,natural_lang_id.pyth.512.-1,it,27,2719,1.0,1.0,1.0,1.0,22.40363
pythia-2.8b,natural_lang_id.pyth.512.-1,it,26,2584,1.0,1.0,1.0,1.0,28.624481
